Guarani / SP vs. Vila Nova / GO
Ituano / SP vs. Mirassol / SP
Ituano / SP vs. Vitória / BA
Ituano / SP vs. Sampaio Corrêa / MA
Ituano / SP vs. Juventude / RS
Ituano / SP vs. Londrina / PR
Ituano / SP vs. CRB / AL
Ituano / SP vs. Ponte Preta / SP
Ituano / SP vs. Atlético / GO
Ituano / SP vs. Avaí / SC
Ituano / SP vs. Botafogo / SP
Ituano / SP vs. Novorizontino / SP
Ituano / SP vs. Sport / PE
Ituano / SP vs. Ceará / CE
Ituano / SP vs. Chapecoense / SC
Ituano / SP vs. Tombense / MG
Ituano / SP vs. ABC / RN
Mirassol / SP vs. Guarani / SP
Mirassol / SP vs. Vila Nova / GO
Mirassol / SP vs. Criciúma / SC
Mirassol / SP vs. Ituano / SP
Mirassol / SP vs. Vitória / BA
Mirassol / SP vs. Sampaio Corrêa / MA
Mirassol / SP vs. Juventude / RS
Mirassol / SP vs. Londrina / PR
Mirassol / SP vs. CRB / AL
Mirassol / SP vs. Ponte Preta / SP
Mirassol / SP vs. Atlético / GO
Mirassol / SP vs. Avaí / SC
Mirassol / SP vs. Botafogo / SP
Mirassol / SP vs. Novorizontino / SP
Mirassol / SP vs. Sport / PE
Mirassol / SP vs. Ceará / CE
Mirassol / SP vs. Chapecoense / SC
Mirassol / SP vs. Tombense / MG
Mirassol / SP vs. ABC / RN
Vitória / BA vs. Guarani / SP
Vitória / BA vs. Vila Nova / GO
Vitória / BA vs. Criciúma / SC
Vitória / BA vs. Ituano / SP
Vitória / BA vs. Mirassol / SP
Vitória / BA vs. Sampaio Corrêa / MA
Vitória / BA vs. Juventude / RS
Vitória / BA vs. Londrina / PR
Vitória / BA vs. CRB / AL
Vitória / BA vs. Ponte Preta / SP
Vitória / BA vs. Atlético / GO
Vitória / BA vs. Avaí / SC
Vitória / BA vs. Botafogo / SP
Vitória / BA vs. Novorizontino / SP
Vitória / BA vs. Sport / PE
Vitória / BA vs. Ceará / CE
Vitória / BA vs. Chapecoense / SC
Vitória / BA vs. Tombense / MG
Vitória / BA vs. ABC / RN
Sampaio Corrêa / MA vs. Guarani / SP
Sampaio Corrêa / MA vs. Vila Nova / GO
Sampaio Corrêa / MA vs. Criciúma / SC
Sampaio Corrêa / MA vs. Ituano / SP
Sampaio Corrêa / MA vs. Mirassol / SP
Sampaio Corrêa / MA vs. Vitória / BA
Sampaio Corrêa / MA vs. Juventude / RS
Sampaio Corrêa / MA vs. Londrina / PR
Sampaio Corrêa / MA vs. CRB / AL
Sampaio Corrêa / MA vs. Ponte Preta / SP
Sampaio Corrêa / MA vs. Atlético / GO
Sampaio Corrêa / MA vs. Avaí / SC
Sampaio Corrêa / MA vs. Botafogo / SP
Sampaio Corrêa / MA vs. Novorizontino / SP
Sampaio Corrêa / MA vs. Sport / PE
Sampaio Corrêa / MA vs. Ceará / CE
Sampaio Corrêa / MA vs. Chapecoense / SC
Sampaio Corrêa / MA vs. Tombense / MG
Sampaio Corrêa / MA vs. ABC / RN
Juventude / RS vs. Guarani / SP
Juventude / RS vs. Vila Nova / GO
Juventude / RS vs. Criciúma / SC
Juventude / RS vs. Ituano / SP
Juventude / RS vs. Mirassol / SP
Juventude / RS vs. Vitória / BA
Juventude / RS vs. Sampaio Corrêa / MA
Juventude / RS vs. Londrina / PR
Juventude / RS vs. CRB / AL
Juventude / RS vs. Ponte Preta / SP
Juventude / RS vs. Atlético / GO
Juventude / RS vs. Avaí / SC
Juventude / RS vs. Botafogo / SP
Juventude / RS vs. Novorizontino / SP
Juventude / RS vs. Sport / PE
Juventude / RS vs. Ceará / CE
Juventude / RS vs. Chapecoense / SC
Juventude / RS vs. Tombense / MG
Juventude / RS vs. ABC / RN
Londrina / PR vs. Guarani / SP
Londrina / PR vs. Vila Nova / GO
Londrina / PR vs. Criciúma / SC
Londrina / PR vs. Ituano / SP
Londrina / PR vs. Mirassol / SP
Londrina / PR vs. Vitória / BA
Londrina / PR vs. Sampaio Corrêa / MA
Londrina / PR vs. Juventude / RS
Londrina / PR vs. CRB / AL
Londrina / PR vs. Ponte Preta / SP
Londrina / PR vs. Atlético / GO
Londrina / PR vs. Avaí / SC
Londrina / PR vs. Botafogo / SP
Londrina / PR vs. Novorizontino / SP
Londrina / PR vs. Sport / PE
Londrina / PR vs. Ceará / CE
Londrina / PR vs. Chapecoense / SC
Londrina / PR vs. Tombense / MG
Londrina / PR vs. ABC / RN
CRB / AL vs. Guarani / SP
CRB / AL vs. Vila Nova / GO
CRB / AL vs. Criciúma / SC
CRB / AL vs. Ituano / SP
CRB / AL vs. Mirassol / SP
CRB / AL vs. Vitória / BA
CRB / AL vs. Sampaio Corrêa / MA
CRB / AL vs. Juventude / RS
CRB / AL vs. Londrina / PR
CRB / AL vs. Ponte Preta / SP
CRB / AL vs. Atlético / GO
CRB / AL vs. Avaí / SC
CRB / AL vs. Botafogo / SP
CRB / AL vs. Novorizontino / SP
CRB / AL vs. Sport / PE
CRB / AL vs. Ceará / CE
CRB / AL vs. Chapecoense / SC
CRB / AL vs. Tombense / MG
CRB / AL vs. ABC / RN
Ponte Preta / SP vs. Guarani / SP
Ponte Preta / SP vs. Vila Nova / GO
Ponte Preta / SP vs. Criciúma / SC
Ponte Preta / SP vs. Ituano / SP
Ponte Preta / SP vs. Mirassol / SP
Ponte Preta / SP vs. Vitória / BA
Ponte Preta / SP vs. Sampaio Corrêa / MA
Ponte Preta / SP vs. Juventude / RS
Ponte Preta / SP vs. Londrina / PR
Ponte Preta / SP vs. CRB / AL
Ponte Preta / SP vs. Atlético / GO
Ponte Preta / SP vs. Avaí / SC
Ponte Preta / SP vs. Botafogo / SP
Ponte Preta / SP vs. Novorizontino / SP
Ponte Preta / SP vs. Sport / PE
Ponte Preta / SP vs. Ceará / CE
Ponte Preta / SP vs. Chapecoense / SC
Ponte Preta / SP vs. Tombense / MG
Ponte Preta / SP vs. ABC / RN
Atlético / GO vs. Guarani / SP
Atlético / GO vs. Vila Nova / GO
Atlético / GO vs. Criciúma / SC
Atlético / GO vs. Ituano / SP
Atlético / GO vs. Mirassol / SP
Atlético / GO vs. Vitória / BA
Atlético / GO vs. Sampaio Corrêa / MA
Atlético / GO vs. Juventude / RS
Atlético / GO vs. Londrina / PR
Atlético / GO vs. CRB / AL
Atlético / GO vs. Ponte Preta / SP
Atlético / GO vs. Avaí / SC
Atlético / GO vs. Botafogo / SP
Atlético / GO vs. Novorizontino / SP
Atlético / GO vs. Sport / PE
Atlético / GO vs. Ceará / CE
Atlético / GO vs. Chapecoense / SC
Atlético / GO vs. Tombense / MG
Atlético / GO vs. ABC / RN
Avaí / SC vs. Guarani / SP
Avaí / SC vs. Vila Nova / GO
Avaí / SC vs. Criciúma / SC
Avaí / SC vs. Ituano / SP
Avaí / SC vs. Mirassol / SP
Avaí / SC vs. Vitória / BA
Avaí / SC vs. Sampaio Corrêa / MA
Avaí / SC vs. Juventude / RS
Avaí / SC vs. Londrina / PR
Avaí / SC vs. CRB / AL
Avaí / SC vs. Ponte Preta / SP
Avaí / SC vs. Atlético / GO
Avaí / SC vs. Botafogo / SP
Avaí / SC vs. Novorizontino / SP
Avaí / SC vs. Sport / PE
Avaí / SC vs. Ceará / CE
Avaí / SC vs. Chapecoense / SC
Avaí / SC vs. Tombense / MG
Avaí / SC vs. ABC / RN
Botafogo / SP vs. Guarani / SP
Botafogo / SP vs. Vila Nova / GO
Botafogo / SP vs. Criciúma / SC
Botafogo / SP vs. Ituano / SP
Botafogo / SP vs. Mirassol / SP
Botafogo / SP vs. Vitória / BA
Botafogo / SP vs. Sampaio Corrêa / MA
Botafogo / SP vs. Juventude / RS
Botafogo / SP vs. Londrina / PR
Botafogo / SP vs. CRB / AL
Botafogo / SP vs. Ponte Preta / SP
Botafogo / SP vs. Atlético / GO
Botafogo / SP vs. Avaí / SC
Botafogo / SP vs. Novorizontino / SP
Botafogo / SP vs. Sport / PE
Botafogo / SP vs. Ceará / CE
Botafogo / SP vs. Chapecoense / SC
Botafogo / SP vs. Tombense / MG
Botafogo / SP vs. ABC / RN
Novorizontino / SP vs. Guarani / SP
Novorizontino / SP vs. Vila Nova / GO
Novorizontino / SP vs. Criciúma / SC
Novorizontino / SP vs. Ituano / SP
Novorizontino / SP vs. Mirassol / SP
Novorizontino / SP vs. Vitória / BA
Novorizontino / SP vs. Sampaio Corrêa / MA
Novorizontino / SP vs. Juventude / RS
Novorizontino / SP vs. Londrina / PR
Novorizontino / SP vs. CRB / AL
Novorizontino / SP vs. Ponte Preta / SP
Novorizontino / SP vs. Atlético / GO
Novorizontino / SP vs. Avaí / SC
Novorizontino / SP vs. Botafogo / SP
Novorizontino / SP vs. Sport / PE
Novorizontino / SP vs. Ceará / CE
Novorizontino / SP vs. Chapecoense / SC
Novorizontino / SP vs. Tombense / MG
Novorizontino / SP vs. ABC / RN
Sport / PE vs. Guarani / SP
Sport / PE vs. Vila Nova / GO
Sport / PE vs. Criciúma / SC
Sport / PE vs. Ituano / SP
Sport / PE vs. Mirassol / SP
Sport / PE vs. Vitória / BA
Sport / PE vs. Sampaio Corrêa / MA
Sport / PE vs. Juventude / RS
Sport / PE vs. Londrina / PR
Sport / PE vs. CRB / AL
Sport / PE vs. Ponte Preta / SP
Sport / PE vs. Atlético / GO
Sport / PE vs. Avaí / SC
Sport / PE vs. Botafogo / SP
Sport / PE vs. Novorizontino / SP
Sport / PE vs. Ceará / CE
Sport / PE vs. Chapecoense / SC
Sport / PE vs. Tombense / MG
Sport / PE vs. ABC / RN
Ceará / CE vs. Guarani / SP
Ceará / CE vs. Vila Nova / GO
Ceará / CE vs. Criciúma / SC
Ceará / CE vs. Ituano / SP
Ceará / CE vs. Mirassol / SP
Ceará / CE vs. Vitória / BA
Ceará / CE vs. Sampaio Corrêa / MA
Ceará / CE vs. Juventude / RS
Ceará / CE vs. Londrina / PR
Ceará / CE vs. CRB / AL
Ceará / CE vs. Ponte Preta / SP
Ceará / CE vs. Atlético / GO
Ceará / CE vs. Avaí / SC
Ceará / CE vs. Botafogo / SP
Ceará / CE vs. Novorizontino / SP
Ceará / CE vs. Sport / PE
Ceará / CE vs. Chapecoense / SC
Ceará / CE vs. Tombense / MG
Ceará / CE vs. ABC / RN
Chapecoense / SC vs. Guarani / SP
Chapecoense / SC vs. Vila Nova / GO
Chapecoense / SC vs. Criciúma / SC
Chapecoense / SC vs. Ituano / SP
Chapecoense / SC vs. Mirassol / SP
Chapecoense / SC vs. Vitória / BA
Chapecoense / SC vs. Sampaio Corrêa / MA
Chapecoense / SC vs. Juventude / RS
Chapecoense / SC vs. Londrina / PR
Chapecoense / SC vs. CRB / AL
Chapecoense / SC vs. Ponte Preta / SP
Chapecoense / SC vs. Atlético / GO
Chapecoense / SC vs. Avaí / SC
Chapecoense / SC vs. Botafogo / SP
Chapecoense / SC vs. Novorizontino / SP
Chapecoense / SC vs. Sport / PE
Chapecoense / SC vs. Ceará / CE
Chapecoense / SC vs. Tombense / MG
Chapecoense / SC vs. ABC / RN
Tombense / MG vs. Guarani / SP
Tombense / MG vs. Vila Nova / GO
Tombense / MG vs. Criciúma / SC
Tombense / MG vs. Ituano / SP
Tombense / MG vs. Mirassol / SP
Tombense / MG vs. Vitória / BA
Tombense / MG vs. Sampaio Corrêa / MA
Tombense / MG vs. Juventude / RS
Tombense / MG vs. Londrina / PR
Tombense / MG vs. CRB / AL
Tombense / MG vs. Ponte Preta / SP
Tombense / MG vs. Atlético / GO
Tombense / MG vs. Avaí / SC
Tombense / MG vs. Botafogo / SP
Tombense / MG vs. Novorizontino / SP
Tombense / MG vs. Sport / PE
Tombense / MG vs. Ceará / CE
Tombense / MG vs. Chapecoense / SC
Tombense / MG vs. ABC / RN
ABC / RN vs. Guarani / SP
ABC / RN vs. Vila Nova / GO
ABC / RN vs. Criciúma / SC
ABC / RN vs. Ituano / SP
ABC / RN vs. Mirassol / SP
ABC / RN vs. Vitória / BA
ABC / RN vs. Sampaio Corrêa / MA
ABC / RN vs. Juventude / RS
ABC / RN vs. Londrina / PR
ABC / RN vs. CRB / AL
ABC / RN vs. Ponte Preta / SP
ABC / RN vs. Atlético / GO
ABC / RN vs. Avaí / SC
ABC / RN vs. Botafogo / SP
ABC / RN vs. Novorizontino / SP
ABC / RN vs. Sport / PE
ABC / RN vs. Ceará / CE
ABC / RN vs. Chapecoense / SC
ABC / RN vs. Tombense / MG
