draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lambda_atk.1,lambda_atk.2,lambda_atk.3,lambda_atk.4,lambda_def.1,lambda_def.2,lambda_def.3,lambda_def.4
1037,-904.2785918487842,0.9638067305383883,0.003042604197779464,3.0,7.0,0.0,907.4880590104899,2.0832148483411004e-13,2.186963074263376e-13,2.373145405652853e-13,2.3378011876281934e-13,1.6451174134521763e-13,1.3971007551356414e-13,1.6121360231616245e-13,1.5168528137400357e-13
1038,-906.6506427180086,0.8572812849802938,0.003042604197779464,3.0,7.0,0.0,908.7832404533342,2.0128220255228667e-13,2.1467942392369885e-13,2.4012522867258496e-13,2.238713612974715e-13,1.696098681957668e-13,1.3859163277207423e-13,1.6028250276785178e-13,1.5967230021282766e-13
1039,-904.8867800571535,0.9149102359024964,0.003042604197779464,3.0,7.0,0.0,911.5419701454877,2.3498827434364915e-13,2.3789145096828275e-13,2.622675826123225e-13,2.1600875621804075e-13,1.432151399588054e-13,1.7029465280937338e-13,1.4920016084229933e-13,1.6593715564754008e-13
1040,-903.1985849812505,0.9183780052449176,0.003042604197779464,4.0,31.0,0.0,908.2832470259749,2.1821862334331323e-13,2.2647725738995312e-13,2.4559136432909656e-13,2.1593532801633517e-13,1.5394348989790086e-13,1.3795123538703997e-13,1.6061998585930681e-13,1.7081236642079542e-13
1041,-902.6189375818021,0.9439496899634839,0.003042604197779464,3.0,7.0,0.0,906.1522088336238,2.1585065077595318e-13,2.2852445070944057e-13,2.498352115344255e-13,2.0747667817927135e-13,1.3933872191009132e-13,1.5264253927861226e-13,1.5520031174287477e-13,1.6622449257159273e-13
1042,-902.041558259375,0.9796344879439588,0.003042604197779464,3.0,15.0,0.0,904.3544337185305,2.2880937384753996e-13,2.2404698859635115e-13,2.5110672046357396e-13,2.3749386759833456e-13,1.64661123313387e-13,1.5442309391367133e-13,1.5162849573376225e-13,1.5776831745275278e-13
1043,-903.3191280121965,0.8035849681197661,0.003042604197779464,6.0,95.0,0.0,906.2326213780935,3.015363087257499e-13,3.0281231743559837e-13,3.6560351643348407e-13,3.1554111287405833e-13,2.0166304550005607e-13,2.0663282276748203e-13,2.1806419345166205e-13,2.0679519687073088e-13
1044,-903.7123982948841,0.9374267764034228,0.003042604197779464,6.0,103.0,0.0,907.4690671478878,1.7788535327816133e-13,1.8215018029127398e-13,1.9233777926441574e-13,1.931300649375771e-13,1.1716465707903815e-13,1.3056219672048182e-13,1.1722233529792709e-13,1.2403654165230914e-13
1045,-905.0007795101922,0.7714204149257063,0.003042604197779464,2.0,3.0,0.0,908.6001604614155,1.7478026267554492e-13,1.9267697609482068e-13,1.8573079953818983e-13,1.8763308407172715e-13,1.156016729919462e-13,1.278392815894905e-13,1.2287392808497464e-13,1.173619886443322e-13
1046,-903.3029254318058,0.9372847622203249,0.003042604197779464,3.0,7.0,0.0,907.5119096074218,1.8549567656409064e-13,1.6429883511692073e-13,1.9952180375057053e-13,1.8317482127653005e-13,1.2198584630691526e-13,1.2045041094796041e-13,1.3186269174068842e-13,1.2467712748003372e-13
1047,-900.5162955677201,0.9865544430441182,0.003042604197779464,7.0,143.0,0.0,905.3976158265377,4.2187718268318624e-13,4.2817573313553413e-13,4.769466974561764e-13,4.4611437035707526e-13,2.960792257602387e-13,2.9246806286278883e-13,2.95457908296971e-13,3.090436711846817e-13
1048,-905.0616591092353,0.6942823830500284,0.003042604197779464,3.0,7.0,0.0,906.4205820039253,4.3760458348373495e-13,3.961977435207557e-13,4.4894953777842196e-13,3.9569503170377857e-13,2.9483933034963117e-13,2.600553332528852e-13,2.7622489770125464e-13,2.8427559643547807e-13
1049,-904.0731384150312,0.9558892501020003,0.003042604197779464,3.0,15.0,0.0,908.2458831953243,4.3441425688978876e-13,4.030163099497707e-13,4.505097143167027e-13,3.9370099988203377e-13,2.7680147539587886e-13,2.674613402834888e-13,2.789147244567147e-13,2.6746809961843693e-13
1050,-903.7137975238434,1.0,0.003042604197779464,3.0,7.0,0.0,906.3116864429478,3.7166224077931476e-13,4.017259751773495e-13,4.554096115466129e-13,4.1722062921701056e-13,2.720899644340166e-13,2.954981728646137e-13,2.826467733302089e-13,3.0921946977432396e-13
1051,-905.3785271754939,0.9552586174003276,0.003042604197779464,5.0,63.0,0.0,907.22402023777,3.07528271770266e-13,3.5913056862723924e-13,3.8031802931764284e-13,3.569966800473162e-13,2.1500105406057492e-13,2.173140366964069e-13,2.2712802273261624e-13,2.4541590672756714e-13
1052,-903.9286963330411,0.9987637388569408,0.003042604197779464,7.0,219.0,0.0,907.3184351399628,2.1385463226623782e-13,2.0207328577387348e-13,2.322718032061266e-13,1.9270833774505079e-13,1.501337658678694e-13,1.4935197145891827e-13,1.443934428987216e-13,1.4488563364374713e-13
1053,-904.1019155372703,0.9307951655461946,0.003042604197779464,2.0,7.0,0.0,908.8891672395749,1.8887905466594835e-13,2.142009385926011e-13,2.442628054137153e-13,2.005531567275821e-13,1.4679508927442195e-13,1.3234945296234178e-13,1.3359944872122786e-13,1.618722872652662e-13
1054,-902.435415040473,0.6042693121199453,0.003042604197779464,3.0,7.0,0.0,909.6500013118031,2.0700650449607862e-13,2.0349594347626488e-13,2.354665560673311e-13,1.9589119558067302e-13,1.3903469739353153e-13,1.4370133451516094e-13,1.2860804423461344e-13,1.4643017507473748e-13
1055,-905.5338091105009,0.719032551882481,0.003042604197779464,3.0,7.0,0.0,908.1840705082548,2.2167362183853246e-13,2.074342326064753e-13,2.260763205415052e-13,2.1089415531404004e-13,1.3990496558863076e-13,1.5394002124168387e-13,1.2959567462963003e-13,1.4353092373869933e-13
1056,-902.6142094644408,0.8242733741144018,0.003042604197779464,3.0,15.0,0.0,909.2789496909742,1.924985648449888e-13,1.943000913983382e-13,2.339871100177851e-13,1.959282286865428e-13,1.331807446582246e-13,1.3236904528103432e-13,1.455909741513217e-13,1.4794811169947348e-13
1057,-903.5984476396766,0.8738712778483115,0.003042604197779464,3.0,7.0,0.0,906.8613580311069,1.9397887273568855e-13,2.1220685274786008e-13,2.1207341731392747e-13,2.0685002672886964e-13,1.344150653410145e-13,1.441934110126825e-13,1.4862095419775253e-13,1.3123728401983607e-13
1058,-900.5829495637398,0.9948503142726274,0.003042604197779464,10.0,1023.0,0.0,905.5450442206571,9.290081277942405e-07,1.033319920575839e-06,1.0552985968577084e-06,1.0255797809495448e-06,6.793306788468723e-07,6.866134418358417e-07,7.157364498621667e-07,6.730147631402685e-07
1059,-902.1513147402745,0.9004416078857466,0.003042604197779464,3.0,7.0,0.0,903.8839154015199,9.240843212019811e-07,1.037064313063057e-06,1.1442447599316116e-06,9.494403781096169e-07,6.996845290842457e-07,6.252306895100472e-07,6.529887841179031e-07,7.710184508486136e-07
1060,-903.0590026247436,0.8741196260503463,0.003042604197779464,8.0,495.0,0.0,908.0932976452001,2.3054511069772863e-08,2.516889872163536e-08,2.792582072751884e-08,2.3501552505140735e-08,1.8351636072016972e-08,1.5240337311908604e-08,1.7230171665987626e-08,1.8101445364874054e-08
1061,-900.7385721901851,0.9722177589978709,0.003042604197779464,2.0,3.0,0.0,903.6970560549926,2.38374973368068e-08,2.513446219742732e-08,2.7058032832635746e-08,2.3947421999324923e-08,1.7694403358900415e-08,1.585013392598026e-08,1.7505974241642154e-08,1.7773116740196146e-08
1062,-901.3399546959329,0.941779712061336,0.003042604197779464,3.0,15.0,0.0,904.7841136151667,2.37440537771708e-08,2.8171533610806998e-08,2.9352092890413994e-08,2.560926362162827e-08,1.8087162009080028e-08,1.7408793684175174e-08,1.734228535115215e-08,1.9238947462065205e-08
1063,-903.1243489210475,0.5971673219228327,0.003042604197779464,3.0,7.0,0.0,909.7506394031698,2.757760337389098e-08,2.907918352048685e-08,2.9350515693742053e-08,2.705486503018154e-08,1.9239315660843597e-08,1.6759476020072342e-08,2.0026799364040272e-08,1.8639503077561014e-08
1064,-905.2991294141921,0.863610411086159,0.003042604197779464,3.0,7.0,0.0,910.2215945428416,2.7203647137307703e-08,2.8524766679839278e-08,3.111577445950399e-08,2.5043854478013302e-08,1.754223381208894e-08,1.9458333129129238e-08,1.8087167174623335e-08,2.2856114785632505e-08
1065,-906.3128764635576,0.9121045005994178,0.003042604197779464,7.0,247.0,0.0,910.7373538192927,5.849624060502951e-09,5.104262836740415e-09,6.42444926210364e-09,5.114081298673708e-09,3.430077547459583e-09,4.102239147844446e-09,4.1105955350079665e-09,4.186361666338402e-09
1066,-902.070494520406,0.9884331913768262,0.003042604197779464,4.0,23.0,0.0,910.0248331305196,5.728565596522381e-09,5.1542377154495524e-09,5.873062938072473e-09,5.253826750877764e-09,3.6214942117912584e-09,3.6416836534112032e-09,3.678075143415523e-09,3.5896848881314267e-09
1067,-902.9156820281736,0.9764811363604278,0.003042604197779464,3.0,7.0,0.0,905.2553922319115,5.643419826442793e-09,5.117247411722172e-09,5.826824087068299e-09,5.1164098716233334e-09,3.4954775525868395e-09,3.6281134046605925e-09,3.8966593745162725e-09,3.483843051853209e-09
1068,-903.4607991409699,0.8741195368118958,0.003042604197779464,9.0,1007.0,0.0,908.4759840247897,1.1282557292415663e-05,1.1767425662780264e-05,1.2548820427583245e-05,1.1491923039035319e-05,8.364072314969752e-06,6.910458310700621e-06,7.791081516562188e-06,8.68885557377581e-06
1069,-905.7013584626351,0.8652275999052129,0.003042604197779464,3.0,7.0,0.0,910.1677066186365,1.1364458992079456e-05,1.2184797362679636e-05,1.2101175325360758e-05,1.1846748217340458e-05,7.27187443667454e-06,8.404990744977365e-06,9.20911143536289e-06,7.538966831047496e-06
1070,-905.8423387778244,0.7737989858418478,0.003042604197779464,4.0,23.0,0.0,915.0367686831504,1.0196849924816063e-05,1.0495948732496939e-05,1.2815017076420407e-05,1.0998729727775693e-05,8.214650491338059e-06,6.874667451504933e-06,6.688332397658611e-06,8.316115669923893e-06
1071,-901.4893950390308,0.9897056674573621,0.003042604197779464,9.0,935.0,0.0,910.3478319312417,1.2966872348305563e-07,1.343220955933865e-07,1.4959539250235142e-07,1.4988338195210384e-07,9.902214882369099e-08,9.579803338877216e-08,9.47109331819456e-08,9.263732203986829e-08
1072,-902.9935463131116,0.774136891062676,0.003042604197779464,4.0,31.0,0.0,907.1270744029821,1.4736379219201902e-07,1.4471422599829122e-07,1.6232501402394289e-07,1.3431634235444863e-07,1.0204816135227455e-07,9.531410301184599e-08,9.913254863899246e-08,1.1637460796737742e-07
1073,-900.4821185318367,0.907786765020115,0.003042604197779464,3.0,15.0,0.0,906.1046789770421,1.363765417959934e-07,1.482644725390982e-07,1.6048596178014055e-07,1.390144151077643e-07,1.0047349948188549e-07,9.479616889249814e-08,9.179827303932431e-08,1.0135579489839113e-07
1074,-903.2476688550423,0.7544405096082508,0.003042604197779464,3.0,7.0,0.0,905.2881039469538,1.3329252692447757e-07,1.3630712855663841e-07,1.6247910798610326e-07,1.5291747847217643e-07,9.797132446826998e-08,1.0379965964139085e-07,1.0855568036089643e-07,9.748646543067737e-08
1075,-903.1217717300957,0.9756916872733552,0.003042604197779464,7.0,231.0,0.0,905.9636817958768,5.660215127605811e-08,6.609907217490911e-08,7.410897140231514e-08,6.664976619744696e-08,4.186166291250176e-08,4.238945255585417e-08,4.224747651619841e-08,4.54248495781466e-08
1076,-903.3473684846477,0.8881785576241094,0.003042604197779464,3.0,7.0,0.0,908.3463591382929,5.907003658538279e-08,6.337366466743938e-08,6.954307478404379e-08,5.558797610811648e-08,4.217210409445987e-08,4.2855942131378004e-08,4.2731627747067726e-08,4.8821345028863136e-08
1077,-905.8729900217076,0.9389173654947681,0.003042604197779464,3.0,7.0,0.0,908.415442331083,6.322196476905146e-08,7.013741248132875e-08,6.435987147746577e-08,6.095321412327188e-08,4.3175433832691757e-08,3.66285873961488e-08,4.479633090940904e-08,4.4374137502317045e-08
1078,-903.8769545196818,0.9416712350138035,0.003042604197779464,3.0,7.0,0.0,909.4562578680598,5.725857920913866e-08,5.9319935109953996e-08,7.531847780841053e-08,6.425712852624351e-08,4.284362973816311e-08,4.762910158513931e-08,4.233580968471058e-08,4.5599476907422925e-08
1079,-900.2707326413469,0.9906142085358324,0.003042604197779464,9.0,959.0,0.0,907.8766787884958,2.766051032596582e-05,2.7978311079921607e-05,2.8454683281223643e-05,2.667864797761332e-05,1.7642972717750238e-05,1.8021006550472966e-05,1.8121889929561346e-05,1.9221121354956294e-05
1080,-900.7365556629242,0.9950983535628016,0.003042604197779464,3.0,7.0,0.0,902.2301913300922,2.8076025824830708e-05,2.7381872136458413e-05,2.995411354234097e-05,2.540042403007144e-05,1.807992594613814e-05,1.7945838106206613e-05,1.8502055376933016e-05,2.0940185529564903e-05
1081,-904.0809846636904,0.744693895853822,0.003042604197779464,3.0,7.0,0.0,908.22992403343,2.73745178706677e-05,2.5146948539423652e-05,3.0087311042981643e-05,2.797110211925828e-05,1.696428658785748e-05,2.0701023023672125e-05,1.7013443720705718e-05,1.873552319897119e-05
1082,-901.987814187121,0.9921362092584928,0.003042604197779464,3.0,7.0,0.0,905.6400567141615,2.483146087054823e-05,2.7201052033600498e-05,2.9191424662372367e-05,2.476620185960117e-05,1.8733687305516792e-05,1.606314303781215e-05,1.8999480032611174e-05,1.8968870440942698e-05
1083,-901.3828181852346,0.9916146063862217,0.003042604197779464,3.0,7.0,0.0,903.0977805864325,2.6292655915227102e-05,2.4303282081243964e-05,2.8199588539460557e-05,2.6432783734116854e-05,1.6366267019729355e-05,1.8506452369769687e-05,1.6643459758942675e-05,1.790644143159196e-05
1084,-901.1396231345599,0.8615810669624101,0.003042604197779464,3.0,7.0,0.0,904.5820602946674,2.4345297025685072e-05,2.7091851025390273e-05,2.8266482392737853e-05,2.3214801334864284e-05,1.7182003072234e-05,1.7250516100558217e-05,1.817320495606271e-05,1.801468282781295e-05
1085,-900.2711773957651,0.9907548122000739,0.003042604197779464,6.0,95.0,0.0,902.693470205468,4.467208221770298e-05,4.59314742511022e-05,5.298722960324626e-05,4.80004396327088e-05,3.387091871311782e-05,3.1763111169702845e-05,3.109470961379469e-05,3.451007893114069e-05
1086,-903.2308972762963,0.8145253830026515,0.003042604197779464,2.0,3.0,0.0,904.5918379568279,4.3796108910252384e-05,4.39496149263089e-05,5.328398662214616e-05,4.8524820801178156e-05,3.5586217324236956e-05,3.275958356444482e-05,3.060108341740929e-05,3.399790717988741e-05
1087,-905.0081763555667,0.9570773198778414,0.003042604197779464,3.0,7.0,0.0,906.9854107355545,5.280727503668805e-05,5.148803630625167e-05,5.246351104929561e-05,4.5270935940265724e-05,2.8831514141740665e-05,3.34763695785904e-05,3.6071266547423816e-05,3.5412954472610424e-05
1088,-900.2042686447545,0.8081444098100395,0.003042604197779464,3.0,7.0,0.0,909.2292863481049,4.6023369143980374e-05,4.9264559417873524e-05,5.003708402650888e-05,4.918447147952453e-05,3.3337299040320754e-05,3.127346975400047e-05,3.5010095460976646e-05,3.39368309924297e-05
1089,-900.9476004103104,0.8809702631044584,0.003042604197779464,3.0,7.0,0.0,903.3251396965857,4.878379126430138e-05,5.02026290278862e-05,5.534728449073154e-05,4.66842042490172e-05,3.485356273976651e-05,3.29000966873763e-05,3.092902547667133e-05,3.565719334214611e-05
1090,-901.1513066486687,0.9509828629829912,0.003042604197779464,3.0,7.0,0.0,903.3174379366598,4.85756611044706e-05,4.742462322955954e-05,5.4281616812012684e-05,4.571605684989278e-05,3.186113163050191e-05,3.3170937553725135e-05,3.396128268069288e-05,3.801986044203405e-05
1091,-901.4621362342506,0.8356768026453386,0.003042604197779464,3.0,7.0,0.0,904.7423408596435,4.726451137363175e-05,5.027515531308219e-05,6.006295917610095e-05,4.872415155828985e-05,3.429233295361482e-05,3.3245932606810955e-05,3.196890810618579e-05,3.428125267309027e-05
1092,-901.4007005938671,0.9814028123047677,0.003042604197779464,5.0,47.0,0.0,904.463778312527,4.9662914286147896e-05,5.5652682380532256e-05,5.985303913548802e-05,5.630733351589027e-05,4.051960758617916e-05,3.7122382592921775e-05,3.821152399255811e-05,3.6305004009186496e-05
1093,-902.2319095911099,0.936659779009809,0.003042604197779464,3.0,7.0,0.0,903.1096295184149,6.019116830482331e-05,5.686283032277751e-05,6.129955274599966e-05,5.420098462693872e-05,3.7331437927156634e-05,4.116913809920879e-05,3.9607900120074236e-05,4.506177042877958e-05
1094,-901.2242478608732,0.844584182532763,0.003042604197779464,3.0,7.0,0.0,906.729063083464,5.491294973051782e-05,5.876849142414196e-05,6.408902417240152e-05,6.174932274095616e-05,4.028754750746367e-05,3.862492569282671e-05,4.149257866867054e-05,3.7476575219961044e-05
1095,-901.1242413437161,0.872642579698043,0.003042604197779464,3.0,7.0,0.0,904.2771174699172,5.245171056992682e-05,5.574974208602173e-05,6.259843389834301e-05,5.7051405896834596e-05,4.032733391071137e-05,3.727037585241565e-05,4.1575439585424655e-05,4.0822980335018685e-05
1096,-902.375178800557,0.9368682137815687,0.003042604197779464,3.0,7.0,0.0,903.670716494864,5.467922225099344e-05,4.922547049602091e-05,6.34769926818734e-05,5.1451783485179647e-05,3.738630776860598e-05,3.744335444458928e-05,3.848088967902771e-05,3.857901097116723e-05
1097,-906.4330402647821,0.7990134539826824,0.003042604197779464,3.0,7.0,0.0,908.5924985116947,4.852595407234322e-05,6.314205677764887e-05,5.758850761927339e-05,5.5115306376816505e-05,3.5635509464486406e-05,3.7227869198830256e-05,3.568256033794435e-05,3.8959470685844905e-05
1098,-907.0544728933316,0.989780702204388,0.003042604197779464,3.0,7.0,0.0,911.3116829167456,5.328543322692856e-05,5.0599541953003716e-05,5.841010013236957e-05,5.1434545024109966e-05,3.9400097156690024e-05,3.2526239568431634e-05,4.1349832049383616e-05,3.7128807279819044e-05
1099,-902.7358807898693,1.0,0.003042604197779464,3.0,7.0,0.0,910.0209146876535,4.97392220192979e-05,5.462447576184107e-05,5.390564702331601e-05,5.616406296949312e-05,3.516508574963664e-05,3.591023595616464e-05,3.4753913570138834e-05,3.386238523071317e-05
1100,-906.7216099700101,0.9329010540516485,0.003042604197779464,3.0,7.0,0.0,909.8197462588461,4.542503300005185e-05,5.324948040096733e-05,6.349129588962383e-05,4.847692689727274e-05,4.0010124399920925e-05,3.312087803877231e-05,3.585611661103074e-05,4.016186865054053e-05
1101,-904.1271266387392,1.0,0.003042604197779464,3.0,7.0,0.0,912.0688283648986,5.7402548731268185e-05,5.807656264453971e-05,5.607532462548376e-05,5.066967658934816e-05,3.3389938274990514e-05,3.644641655670117e-05,3.593768918711814e-05,4.125504422786734e-05
1102,-903.4415348582005,0.9901535712115316,0.003042604197779464,5.0,55.0,0.0,907.2191044396158,6.957736818833727e-05,6.535283085944896e-05,7.372589952244904e-05,5.9953350328973994e-05,4.074384139867357e-05,4.249904693424844e-05,4.778410704191461e-05,5.059403352681885e-05
1103,-899.9219514329454,0.9627982063619546,0.003042604197779464,3.0,7.0,0.0,905.9776172516194,6.302753523111914e-05,7.080669396566422e-05,7.702733595029393e-05,6.729896890193911e-05,4.881719202192119e-05,4.463226677396412e-05,4.616231279598103e-05,4.973992140604605e-05
1104,-903.1077384771232,0.8659089882850222,0.003042604197779464,3.0,7.0,0.0,904.0814391274154,7.378484539536248e-05,6.482291405517952e-05,7.003290368628765e-05,6.920512418266838e-05,4.174911227647075e-05,4.872374747416051e-05,5.044526531068854e-05,4.626915081310141e-05
1105,-902.0247316800894,0.989767209020405,0.003042604197779464,3.0,7.0,0.0,906.7483028280913,6.593043858604173e-05,6.594866010520867e-05,8.256014569564859e-05,6.502335702664069e-05,4.683549511487257e-05,4.803602961242939e-05,4.249434668993099e-05,5.142692588688153e-05
1106,-903.7679700324353,0.8845920739198858,0.003042604197779464,3.0,7.0,0.0,905.0796146504154,6.170392968451577e-05,6.771118380822408e-05,6.708287371527548e-05,7.073061468069872e-05,4.1338769666351956e-05,4.24885016675342e-05,5.005758475366341e-05,4.52398065392435e-05
1107,-901.1222045738018,1.0,0.003042604197779464,3.0,7.0,0.0,905.1566316067963,6.539463580998615e-05,6.235153598784433e-05,6.816380278287596e-05,5.777591880370305e-05,4.3738960804826996e-05,4.255244887345191e-05,4.3226163080405255e-05,4.362942730322124e-05
1108,-900.4247901101087,0.9471574446885878,0.003042604197779464,3.0,15.0,0.0,903.9408740481668,5.515196411148558e-05,5.877008249548036e-05,6.669134308337938e-05,6.194840736716403e-05,3.969210520671905e-05,4.00338780540317e-05,3.831708160472563e-05,4.199281387786172e-05
1109,-903.95200578173,0.678015388272095,0.003042604197779464,3.0,7.0,0.0,906.4157597417666,5.8460310286704777e-05,5.707530599134786e-05,6.42830218287674e-05,5.078556606645418e-05,4.042415166564566e-05,3.9995699056597255e-05,4.2570770669142266e-05,4.042247462600339e-05
1110,-906.865159552844,0.9255861751522371,0.003042604197779464,9.0,963.0,0.0,910.6043016155555,5.918830455636128e-09,6.487714082117814e-09,7.413511929942546e-09,5.8132047779417e-09,4.104842553029161e-09,4.035363426419318e-09,4.3673459668888234e-09,3.9047968593522924e-09
1111,-904.8215174671111,0.9771313510648615,0.003042604197779464,3.0,7.0,0.0,910.9835320338444,5.6291094361045466e-09,5.585050665059571e-09,5.92114500368966e-09,6.0794101381620845e-09,4.031159804652548e-09,4.088136560125485e-09,3.6575936903047624e-09,4.3275093528625725e-09
1112,-904.6212722399358,0.9865483986989388,0.003042604197779464,3.0,7.0,0.0,907.518517725168,5.648268891002254e-09,6.04787059497871e-09,6.907845624649289e-09,5.365093773278862e-09,3.932823002360646e-09,3.843553181074932e-09,4.4264869403033694e-09,3.987803592708683e-09
1113,-904.4391972153369,0.9978387610351812,0.003042604197779464,9.0,535.0,0.0,907.3346449352507,2.4293164635025225e-10,2.5341309344562546e-10,2.7598028215036893e-10,2.566155121446145e-10,1.7106560014984793e-10,1.530955658879194e-10,1.7754105594225985e-10,1.980490468264356e-10
1114,-903.9716987472918,0.934081408561276,0.003042604197779464,3.0,15.0,0.0,907.9260432847732,2.33640168998048e-10,2.6071252369376306e-10,2.6928492441329355e-10,2.3232439838496432e-10,1.6629974401096696e-10,1.7196458089735756e-10,1.6122994095512926e-10,1.5694524941987373e-10
1115,-900.3816140604669,0.8830231503147493,0.003042604197779464,2.0,7.0,0.0,907.1900078605412,2.379585346678667e-10,2.410629368636409e-10,2.650058524638694e-10,2.307430969719584e-10,1.6297170232107974e-10,1.686883257900391e-10,1.6973004020264414e-10,1.6805458443212157e-10
1116,-901.6477198270148,0.7877313142266417,0.003042604197779464,3.0,7.0,0.0,905.3115835984821,2.629614992362404e-10,2.397586873134703e-10,2.7824714487098277e-10,2.5138095112269e-10,1.581069510407085e-10,1.7156435590215703e-10,1.71234116611645e-10,1.8072430036890748e-10
1117,-901.7382798834519,0.8258982486249155,0.003042604197779464,6.0,127.0,0.0,905.6527152605626,3.492341725461277e-10,3.779283700658876e-10,4.233800518669511e-10,3.808460426732653e-10,2.7896551996743666e-10,2.480403325920243e-10,2.65345710638231e-10,2.7070351212282274e-10
1118,-901.9701305885056,0.9737894456373308,0.003042604197779464,3.0,7.0,0.0,903.9777377878993,3.738323555007031e-10,3.832592392180574e-10,4.43379796136847e-10,3.864549921840269e-10,2.740194021810914e-10,2.688150988053974e-10,2.4635060555186956e-10,2.572771695152259e-10
1119,-902.0316019922531,0.9991072551887876,0.003042604197779464,10.0,1023.0,0.0,904.3095128491562,1.0281797435504675e-12,1.0907835453416429e-12,1.2679790860497217e-12,1.135808618698159e-12,7.639261284707709e-13,7.98679999272799e-13,7.157596577456478e-13,7.644092176896554e-13
1120,-905.8441416602484,0.7708416999955013,0.003042604197779464,3.0,7.0,0.0,907.1880176927722,1.2335817790632918e-12,1.132254931731229e-12,1.1567285503206775e-12,1.0865111196651788e-12,7.967163890689895e-13,7.06988958721954e-13,7.962222456991958e-13,8.054896923978417e-13
1121,-902.7440681657179,0.9901497678515083,0.003042604197779464,3.0,7.0,0.0,908.2081537054663,1.0847488875783808e-12,1.0637247819603205e-12,1.333747952598344e-12,1.1436048852885705e-12,8.313365459570416e-13,7.934219411192621e-13,7.539272947673743e-13,7.950441819642383e-13
1122,-901.5367673532152,0.9618007405015897,0.003042604197779464,3.0,7.0,0.0,905.137301638177,1.1418435910578579e-12,1.1795947637847496e-12,1.2408618660309288e-12,1.2148645937475584e-12,7.495582096206076e-13,8.127650678635428e-13,8.136520058587418e-13,7.941009327213799e-13
1123,-902.7558830817028,0.9169512143741967,0.003042604197779464,10.0,1023.0,0.0,905.2053890407508,3.5178921494496643e-10,3.767616286731372e-10,4.2501021607176524e-10,3.759743531180401e-10,2.5911285101125593e-10,2.490004483714559e-10,2.266082011803732e-10,2.669058072926419e-10
1124,-905.5667557954359,0.7437097255864732,0.003042604197779464,2.0,3.0,0.0,910.0664595621644,3.402947639414092e-10,3.6269541929749424e-10,4.477144223850926e-10,3.61617892143374e-10,2.591819123391579e-10,2.5828098007171566e-10,2.199300888768336e-10,2.879916784003756e-10
1125,-904.3626719427164,0.9431682561301618,0.003042604197779464,4.0,23.0,0.0,909.8039395419898,2.8589809590947413e-10,3.0452629867329643e-10,3.578500580220871e-10,2.6150943556017516e-10,2.1502049372661586e-10,2.0107801205363934e-10,1.9306892191589403e-10,2.2564740994021886e-10
1126,-900.7883409223634,1.0,0.003042604197779464,3.0,7.0,0.0,905.0461449538908,3.0049181600154665e-10,3.1120398917529375e-10,3.290875481380125e-10,2.850139550796246e-10,2.0295406678382233e-10,2.020766614237539e-10,1.9654746415168367e-10,2.1430584353586186e-10
1127,-902.9979364229903,0.8230728833811509,0.003042604197779464,3.0,7.0,0.0,904.2676616382846,3.008263215644014e-10,3.1286686032826807e-10,3.3514855533165827e-10,2.913001945585008e-10,1.9838757766712296e-10,2.0793154944941158e-10,1.8548364407332447e-10,2.149323122676366e-10
1128,-900.750810835344,0.9733257201223332,0.003042604197779464,3.0,7.0,0.0,904.9105314818621,2.749760667203734e-10,2.8954030919089525e-10,3.2499720366476906e-10,2.909167437873284e-10,1.9499825238142262e-10,1.9093706377401464e-10,2.0507399749841765e-10,1.9401049004580124e-10
1129,-902.8106738790877,0.864431343745855,0.003042604197779464,3.0,7.0,0.0,903.7191796715512,2.955309748457833e-10,2.946115524635373e-10,2.8808851171076167e-10,2.879915689581657e-10,1.8792306878913935e-10,2.080496929862992e-10,2.0495131997986863e-10,2.081064066009999e-10
1130,-903.42248054401,0.8770038612203312,0.003042604197779464,7.0,143.0,0.0,907.7478411673873,9.781591463799436e-11,9.866963034181301e-11,1.1233967573349558e-10,1.1032414404574644e-10,6.777487440560828e-11,7.125570876510571e-11,7.817309526182762e-11,7.507904030829387e-11
1131,-904.2644502691979,0.9151362161692295,0.003042604197779464,3.0,7.0,0.0,908.3466739169038,1.1305253414356021e-10,1.1045160827295471e-10,1.0735310932651351e-10,9.927904302102625e-11,6.770689531975868e-11,6.885910986161973e-11,7.296112957994904e-11,7.099685572464541e-11
1132,-902.5845664539357,0.9996701641934084,0.003042604197779464,3.0,7.0,0.0,906.4124309777263,9.846667328178106e-11,1.0692204205709115e-10,1.1192392197265576e-10,9.629686684839338e-11,6.776889417063837e-11,7.124125625679322e-11,7.343869303441146e-11,7.924744031041607e-11
1133,-904.9727413903241,0.9164051769812241,0.003042604197779464,5.0,63.0,0.0,907.4024778874135,7.659000518016689e-11,8.554189960974488e-11,9.83409596100117e-11,7.482172998401706e-11,5.984348144072868e-11,5.841102282760222e-11,5.468157630780461e-11,5.5500065798065536e-11
1134,-902.8133871899995,0.6999574388668368,0.003042604197779464,3.0,7.0,0.0,911.1165570760148,7.703866891485213e-11,8.052861593586495e-11,9.844559414037013e-11,8.085260848217086e-11,5.522172115777144e-11,5.565520752917474e-11,5.0935196382952066e-11,6.06742424275644e-11
