draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lambda_atk.1,lambda_atk.2,lambda_atk.3,lambda_atk.4,lambda_def.1,lambda_def.2,lambda_def.3,lambda_def.4
3765,-901.7014965541089,0.9134511733029708,0.003042604197779464,3.0,7.0,0.0,904.0038641645768,0.03226633981319817,0.03496379047243304,0.03892671939529199,0.03731750438430271,0.02489162455267108,0.021821686146108292,0.024891999646494915,0.023691845973842086
3766,-902.9095687504076,0.8433301201029907,0.003042604197779464,3.0,7.0,0.0,906.7356731515667,0.031106151496593338,0.03548071705338849,0.038270286900078096,0.036371113589077214,0.02360035267921287,0.022108423084886204,0.022108766491708814,0.0264326061692059
3767,-902.7303172205516,0.9132150881004397,0.003042604197779464,3.0,7.0,0.0,907.1040132609778,0.031242506921126505,0.03271436656934103,0.039144462190876424,0.03723092785008532,0.024749254396764085,0.02220568347823611,0.022050960018067,0.02382390508527614
3768,-901.7447347898667,0.9647456788988179,0.003042604197779464,3.0,7.0,0.0,905.3976155003465,0.0364934162540774,0.03644849194018727,0.03694693033167864,0.03236374993629085,0.021459382849963245,0.024367779895304746,0.024913703834816326,0.025611469892067418
3769,-900.589416842978,0.9320098464676809,0.003042604197779464,2.0,7.0,0.0,903.820507263564,0.03630662699384917,0.0372213159510912,0.03750322311338082,0.03410331077838243,0.02325500947660453,0.02528925369669379,0.02392376763731033,0.0245440572045227
3770,-904.8852109036402,0.7318708142635778,0.003042604197779464,2.0,7.0,0.0,908.8616828306058,0.030955715964163143,0.03603776113290241,0.0360515898858496,0.03865235467526168,0.02581740649502757,0.02277899799081444,0.025606098455285133,0.022091230564835255
3771,-901.1752648160224,0.8981088838817125,0.003042604197779464,2.0,3.0,0.0,907.8460156599998,0.03130316397630943,0.03582215833868901,0.03824273664524825,0.03782361174026772,0.02439390622834624,0.023615160588379966,0.025236825715629525,0.023413885106866
3772,-900.3137741881317,0.7956977203178165,0.003042604197779464,2.0,3.0,0.0,904.639919106076,0.033844124016293,0.036228323097020114,0.03775986759874983,0.03641464895954505,0.02456346106234652,0.022656468326587284,0.024457394295906126,0.023053768024546277
3773,-902.1105567005055,0.8244875529206169,0.003042604197779464,2.0,3.0,0.0,904.3578898390408,0.03243154046326424,0.036176330135910144,0.03769562035229928,0.035985940234559914,0.025488137873242844,0.02173440572569815,0.025803015502894173,0.02321685453019991
3774,-903.1127135093396,0.9340190534130602,0.003042604197779464,7.0,135.0,0.0,905.3940341030229,0.013326015969616698,0.015570480209296994,0.01563452991120015,0.015149500523567878,0.010618073508882515,0.009680354592180678,0.011528018816378887,0.010188272233172
3775,-902.0497188374418,0.9111263242792248,0.003042604197779464,7.0,159.0,0.0,907.333719282911,0.0289650425155633,0.032840547801551226,0.03208688198083239,0.03250486840562376,0.022087465648470233,0.020403598465862302,0.022716584943492848,0.02356242195338274
3776,-901.7938153231886,1.0,0.003042604197779464,3.0,7.0,0.0,904.2561365270533,0.03423195795879302,0.031558820397944866,0.03746001688317074,0.0319294122715091,0.023073381451345316,0.025314162305243495,0.022035168086016833,0.024063797399380665
3777,-901.7341575848664,0.9668233786123414,0.003042604197779464,3.0,7.0,0.0,905.568052181816,0.030454786769125677,0.034138517151169875,0.0363472743603791,0.032718759786315596,0.024225203006233133,0.02095311089175715,0.024088984315023793,0.02479699712401447
3778,-905.7411552226788,0.708907762220436,0.003042604197779464,3.0,7.0,0.0,908.0312681288043,0.033549544931235624,0.033737545742760985,0.03764460058670265,0.032593010702852976,0.01975400087864156,0.024288749655539843,0.021790028150967807,0.02166356200432501
3779,-901.0350083733653,1.0,0.003042604197779464,3.0,7.0,0.0,905.9862446236348,0.033513689532096144,0.033649856354790036,0.037488545348055,0.03213926875714482,0.021084543290543125,0.02427534460047244,0.022223987327112525,0.02262420165383556
3780,-902.9499996120245,0.8826742847129126,0.003042604197779464,9.0,951.0,0.0,908.0054197260788,6.888678942219919e-07,5.958190914100474e-07,6.933348342247892e-07,6.950585290798656e-07,4.4064349449404195e-07,4.631420740992753e-07,4.358661212269215e-07,4.6230051442582423e-07
3781,-900.8893887251354,0.9927776604976892,0.003042604197779464,5.0,55.0,0.0,905.2551223460107,4.3188199787676043e-07,4.654760389508693e-07,5.117567870631532e-07,4.1353941466592764e-07,3.0894089745837996e-07,2.85254161919557e-07,3.0857354320621764e-07,3.292942936073965e-07
3782,-900.0736543274361,0.8034644742401236,0.003042604197779464,3.0,7.0,0.0,903.459371206367,4.248369030043444e-07,4.4080912646799846e-07,4.911789841612801e-07,4.520842861232644e-07,2.940831700396052e-07,3.0182015746667193e-07,2.8774554981708755e-07,3.049821916407162e-07
3783,-899.7218577332931,0.9985203950929863,0.003042604197779464,3.0,7.0,0.0,900.5615618636829,4.095663500179597e-07,4.3809117367935853e-07,4.904514927357625e-07,4.424935222515622e-07,3.095972313142732e-07,2.9289496239439106e-07,3.022522268081771e-07,3.101601884606126e-07
3784,-900.1683646950468,0.9503397924168436,0.003042604197779464,3.0,7.0,0.0,900.9723786315313,4.2197436696048874e-07,4.659982484434419e-07,4.848149714747075e-07,4.227365864389361e-07,2.9230724355636317e-07,2.9103491890550335e-07,3.1229758003193343e-07,3.0868249096193923e-07
3785,-900.2441919520116,0.9569270550788873,0.003042604197779464,3.0,7.0,0.0,902.6796275571202,4.3921400427741556e-07,4.179487314026505e-07,4.7312540830212524e-07,4.3341673659998186e-07,2.829813865106025e-07,2.9669671520112146e-07,2.866375605722146e-07,3.1855131258350167e-07
3786,-899.2796199618963,0.9861461079667119,0.003042604197779464,3.0,7.0,0.0,901.4750075226582,3.916278162262737e-07,4.1051209079755495e-07,4.6026362015726815e-07,4.0864756340668757e-07,2.8063235299184144e-07,2.735810518234568e-07,2.7762248770565636e-07,2.930575856131579e-07
3787,-902.3143075524455,0.567548134543291,0.003042604197779464,3.0,7.0,0.0,907.7886343516603,4.092633732613023e-07,4.543178944317245e-07,4.4553549142436473e-07,4.2680943510751475e-07,2.8136477881819385e-07,2.746838808485602e-07,2.83793292867136e-07,2.77659847158116e-07
3788,-903.9587464406916,0.9564965705550159,0.003042604197779464,3.0,7.0,0.0,905.7838458527084,3.7132798808067416e-07,3.93923902669664e-07,4.420758675500129e-07,4.194954047435509e-07,2.761468785352456e-07,2.663135422089521e-07,3.1279943692910765e-07,2.9878006393145603e-07
3789,-900.7942528299418,0.9099152992139743,0.003042604197779464,3.0,7.0,0.0,908.671353258366,4.1840165192061173e-07,4.1341589189489796e-07,4.5948318016733986e-07,4.177831964289405e-07,2.859518866561697e-07,2.9733537046230966e-07,2.68067245062289e-07,3.0814341065795374e-07
3790,-901.9397940421696,0.8890410203928443,0.003042604197779464,7.0,231.0,0.0,905.5274152192264,8.441592002624664e-07,7.714980064598491e-07,9.94478068729941e-07,8.537880632321484e-07,6.035849289879226e-07,5.968533394509527e-07,5.832609778946304e-07,5.923780411669361e-07
3791,-900.953300230596,0.9730396592036281,0.003042604197779464,8.0,319.0,0.0,904.7238358361157,7.788024010834715e-06,8.074183043583196e-06,8.672933890985776e-06,8.419669427495313e-06,5.708502407034839e-06,5.603157791878777e-06,5.276409482160467e-06,5.961469812385394e-06
3792,-902.3948312199796,0.7926806240715384,0.003042604197779464,3.0,7.0,0.0,906.0545770989951,8.231381672023847e-06,8.11458963650475e-06,9.761730387226266e-06,7.941564123219416e-06,6.080864601660004e-06,5.3989141546968536e-06,5.443037905036661e-06,5.663248216015869e-06
3793,-902.9722139247241,0.9482825956662136,0.003042604197779464,9.0,695.0,0.0,906.9826224497743,0.22190574110775602,0.20321441814015495,0.22884790353454992,0.21103346357922118,0.1570392105421727,0.15463260226258627,0.14694028538072804,0.13995273468046457
3794,-899.6109936833132,0.9089526623027199,0.003042604197779464,2.0,7.0,0.0,906.393242463675,0.22035668701162042,0.2209946529369634,0.23383492739379505,0.22152184172318093,0.14575212109026267,0.13854961223170353,0.15352625713297868,0.15803631615731356
3795,-900.6513524822793,0.8752199106278218,0.003042604197779464,6.0,71.0,0.0,905.2352790785906,0.17021338002834133,0.16211494524396836,0.18685855739847312,0.1597091579867346,0.11200720418875841,0.11112066905694319,0.11481067573367677,0.1317399200104906
3796,-900.1137730125498,0.9465780939812332,0.003042604197779464,3.0,7.0,0.0,903.3416337319322,0.15365596836065792,0.17529020070597864,0.18875469034493175,0.17021304803266213,0.1173976995222008,0.11678272286527179,0.11172690133681781,0.11232791922994265
3797,-901.4814309040539,0.8932582692127828,0.003042604197779464,3.0,15.0,0.0,903.6928424483298,0.18226323970716798,0.19129674824609355,0.18128567186478617,0.179149885843511,0.1151030423758593,0.12580639475229385,0.12138276105932422,0.12696028936595435
3798,-901.3560064724637,0.9311946556650267,0.003042604197779464,8.0,431.0,0.0,907.1059810016604,0.04034081961729904,0.04480975776107,0.044905352503739955,0.04189335230909712,0.028512943611796036,0.028599296342705572,0.026255556604726896,0.02963825493072115
3799,-900.3063760769824,0.6158557405251086,0.003042604197779464,2.0,3.0,0.0,908.1885407906648,0.03724273024522897,0.04191945434522209,0.046727307669533646,0.041015948765723065,0.027826920183177225,0.02831112614001498,0.028520564673299855,0.030949922826504564
3800,-903.9317021491012,0.8065667061741598,0.003042604197779464,2.0,7.0,0.0,906.2410923761787,0.04021891677746123,0.03755982294423077,0.04884699041717299,0.044736001091263085,0.027693631290181323,0.02824639282411943,0.028441044546188565,0.032122800061037134
3801,-906.038347988258,0.8799953893729956,0.003042604197779464,3.0,7.0,0.0,909.8467147599544,0.04081618534738963,0.04453461695950984,0.040515794204279656,0.03736161795764127,0.02715642634438067,0.02715704979996271,0.028915199243270833,0.02523498468560623
3802,-905.5865621685718,0.8925622722779647,0.003042604197779464,3.0,7.0,0.0,911.6171430558968,0.04321837078371366,0.042086206651478435,0.03957570321168871,0.035257239246166305,0.026587868246100328,0.025676880804728863,0.028786500368287508,0.0268031073987783
3803,-902.8596233107664,1.0,0.003042604197779464,3.0,7.0,0.0,908.0917617753107,0.035364716664162084,0.03780501016568351,0.04093015881907435,0.0374373360681198,0.022924354748479574,0.025298891860935414,0.026766540585952223,0.029323747148303082
3804,-902.0122222047347,0.9734557595778085,0.003042604197779464,8.0,359.0,0.0,905.7094050864746,0.5987787439373524,0.6135704326670937,0.7382215862574831,0.699494441812278,0.47274758082868606,0.44596580651678774,0.4677559538101824,0.4733442858770291
3805,-902.3048344311173,0.9201716167885986,0.003042604197779464,8.0,319.0,0.0,909.3258976402828,0.12861561664334725,0.12333183268092816,0.1407820051561052,0.14873646154240325,0.09506656832424469,0.09394404454939285,0.09397408550992256,0.09007700433862235
3806,-900.8923200068435,0.975119012444903,0.003042604197779464,7.0,255.0,0.0,905.5521906575278,0.652700479377835,0.6602449028017714,0.7058532646949159,0.643172254670753,0.45234286944033836,0.4172897700349198,0.4097109996752638,0.4727807713224247
3807,-901.058539493426,0.9702108733786828,0.003042604197779464,3.0,7.0,0.0,903.0876027125323,0.6512813064889926,0.6469353434004448,0.74665217654769,0.6272836239429406,0.40818077827952776,0.46294561707091747,0.48423373248270185,0.46366603480991125
3808,-900.1810357353673,0.7942760529915043,0.003042604197779464,2.0,7.0,0.0,905.3247553383267,0.6109852187562933,0.6379945277028748,0.7266458810669831,0.6376467841905504,0.4729857122073177,0.4289702017708077,0.42568116829859537,0.48233949738180953
3809,-899.6678801074087,0.8599821820585375,0.003042604197779464,3.0,15.0,0.0,907.4158698623937,0.6073341046679487,0.6026318064168792,0.672674645928085,0.5891492871767352,0.384511741096831,0.43746951217423496,0.4018479857225629,0.42977139686416665
3810,-901.0394268548873,0.8658140684116784,0.003042604197779464,3.0,7.0,0.0,903.9225687620202,0.628247330143187,0.5779498271051331,0.6811225145148794,0.579086315310414,0.37011667098119383,0.4303700923692013,0.41866564044048216,0.45116314691575876
3811,-901.3411939607826,0.7460226129339164,0.003042604197779464,3.0,7.0,0.0,906.5123049735279,0.5666231909818679,0.604388154001383,0.6842453891412454,0.5551655000717308,0.4077458194791219,0.4329569591719913,0.40294418579457364,0.39581207506669747
3812,-899.6881194908907,0.7250169269103987,0.003042604197779464,2.0,7.0,0.0,909.0667808471522,0.5453373438246456,0.5744646628184652,0.6411933150071003,0.6177359633802879,0.3986850907338322,0.4170658339550032,0.38642288336352887,0.4086369975859627
3813,-906.4437743308567,0.6051281777509331,0.003042604197779464,2.0,3.0,0.0,908.6010072115673,0.611244630159764,0.5275067516632663,0.6929751793261879,0.6327604431685463,0.42159263660277513,0.41667557688444157,0.44633013324984505,0.3700894296089343
3814,-906.2450810414541,0.9745250926815816,0.003042604197779464,6.0,127.0,0.0,911.1924405963829,1.1672709749891508,1.2044559044576293,1.2628388289303165,1.4120512966627747,0.7749535869219651,0.9430317028178974,0.8439196567538743,0.8615554257334794
3815,-901.6149484508883,1.0,0.003042604197779464,3.0,7.0,0.0,908.243916647297,1.2904523635169158,1.2214078049646329,1.5198382258972385,1.235226940486927,0.9326230782039391,0.8720435048377576,0.8389359496824677,0.8675108983971942
3816,-900.7389172510293,1.0,0.003042604197779464,3.0,7.0,0.0,903.086174040884,1.205214522173233,1.190122165552472,1.5268625495066623,1.2297120404968578,0.8821979901564536,0.9073351342492323,0.8581350575705962,0.9096672524242142
3817,-902.5791159785637,0.7825471759080213,0.003042604197779464,3.0,7.0,0.0,905.8819138152343,1.1515519946967316,1.3476416123937136,1.385453223953382,1.3525957898851333,0.838293635876287,0.8759762738933129,0.8100224033749087,0.9075435483537448
3818,-904.1704511798566,0.76925025638666,0.003042604197779464,3.0,7.0,0.0,909.7103482923286,1.3248548858175357,1.2784837620069416,1.3348352490703455,1.1616207599120794,0.8660875975714124,0.7719735222837291,0.9687150465812643,0.869252834401246
3819,-902.8429439556392,0.9952018279156943,0.003042604197779464,9.0,903.0,0.0,908.8108879835838,0.0013517427061490621,0.0012635254901831353,0.0014683015781975712,0.0011490250350847725,0.0007958415936053659,0.000904823654194973,0.0009085243770821848,0.0009058373512798777
3820,-902.614587679353,0.9887873726186452,0.003042604197779464,9.0,559.0,0.0,905.8673813405741,0.05800267717510826,0.05833904131131082,0.07141808449570883,0.05216311480311417,0.03825666921234127,0.04163872318215768,0.03955477182753845,0.04187250835263685
3821,-900.6754356248199,0.9953020126113131,0.003042604197779464,3.0,7.0,0.0,904.4803547537379,0.05592869478140214,0.060727953418258346,0.0612029985566304,0.05519296245165618,0.039713126691944406,0.0381616464417687,0.04131318900754396,0.03755714056648187
3822,-900.4502436423494,0.8588882949072462,0.003042604197779464,3.0,7.0,0.0,904.6146389353722,0.055322365277972095,0.05319934057161208,0.06298873095927149,0.06187098636876552,0.03843838429108598,0.03998127167482179,0.0388138228976909,0.0406162958562215
3823,-900.6953066209363,0.8619406892865724,0.003042604197779464,3.0,7.0,0.0,905.6110261158973,0.05531936388629499,0.0634751056652139,0.0637113905324273,0.058790805112416154,0.04187903660108502,0.038504595229948806,0.03799992264958129,0.0431374581470697
3824,-898.8442835852379,0.9736317807856603,0.003042604197779464,8.0,471.0,0.0,902.7659416921456,1.57428104086635,1.5523243869375223,1.6821187955062462,1.5529117836294009,1.0785197919043932,1.0938203505051787,1.1135230121025503,1.0680366916701867
3825,-898.7183253511174,0.9029685861247886,0.003042604197779464,8.0,295.0,0.0,902.1222207749482,1.1988270003248367,1.1978904320719987,1.2581072417633792,1.1877922193723132,0.8155280408622283,0.8127209264302782,0.8276582200286686,0.8121994519463753
3826,-900.1965191662647,0.7904908381025509,0.003042604197779464,3.0,7.0,0.0,902.6360931374707,1.2363998216043126,1.1511109360740313,1.2353478272618321,1.198011122277874,0.812826791094625,0.813873338367914,0.799230542132291,0.8660032105597405
3827,-899.9264329331646,0.9544363003921946,0.003042604197779464,9.0,591.0,0.0,904.2919171279096,0.004611929294502815,0.004808545885056798,0.0054179696443460105,0.004835746923784389,0.0030981964035093896,0.0033019052988831673,0.0034908055873902407,0.0035368134125631358
3828,-902.0026161698647,0.9338811887961873,0.003042604197779464,3.0,7.0,0.0,903.8540365753029,0.0051071971710904595,0.004948917180408027,0.0051963118322221405,0.005357868579743632,0.0036276858712931868,0.0035739929427003247,0.0035505635649170668,0.0032759217741629276
3829,-902.465174223542,0.8920826923423911,0.003042604197779464,4.0,31.0,0.0,908.2438009151819,0.004728653001961665,0.005762897087414904,0.005886471777776766,0.005361960099933673,0.003940392919091321,0.003281888215498005,0.0036682938949054405,0.0038748114839455383
3830,-904.8208531802903,0.8263866971364763,0.003042604197779464,3.0,7.0,0.0,907.461958152046,0.005893245528026055,0.004882865567180791,0.005679762750914645,0.005267905700310458,0.0035568102683835377,0.004150805981219342,0.0036717691666449843,0.0036087348686271374
